排    行    榜 -- 最近期,,,,,,,,,,
,,,,,,,,,,
,市場別,證期會,TEJ 產業別,交易所,會計,統一編號,國際證券,集團名,公司中文簡稱,公司英文簡稱
,,代碼,,產業別,月份,,編號,,,
,,,,,,,,,,
5211       蒙恬,OTC,,23,30,12,ID 86287778,TW0005211007,5211  蒙恬,蒙恬,PenPower
5212       凌網,OTC,,23,30,12,ID 16541333,TW0005212005,5212  凌網,凌網,Hyweb
5213       亞昕,OTC,,25,14,12,ID 89961389,TW0005213003,2577  亞昕集團,亞昕,YeaShin
5215       F-科嘉,TSE,,23,25,12,ID 31618486,KYG530791022,5215  科嘉,F-科嘉,KO JA
5216       優燈,ROTC,,23,26,12,ID 16772832,TW0005216006,2353  宏碁集團,優燈,YODN
5217       旭泓,UNPUB,,23,26,12,ID 28770057,TW0005217004,5483B 中美晶集團,旭泓,Sunrise
5218       景智電子,UNPUB,,23,26,12,ID 28439122,TW0005218002,2352  明基友達集團,景智電子,BriView
5219       瑪居禮,PUB,,23,13,12,ID 04948484,TW0005219000,5219  瑪居禮,瑪居禮,MEC
5220       萬達,ROTC,,23,26,12,ID 80082329,TW0005220008,5220  萬達光電,萬達,Higgstec
5221       合晶光,UNPUB,,23,26,12,ID 28749225,TW0005221006,6182  合晶集團,合晶光,WWOPT
5222       全訊,ROTC,,23,24,12,ID 16130296,TW0005222004,5222  全訊科技,全訊,Transcom
5223       F-安力,UNPUB,,23,,12,ID 53000726,,5223  F-安力,F-安力,F-Anli
5225       F-東科,TSE,,23,31,12,ID 37750975,KYG291021031,9102  東亞科集團,F-東科,KYET
5226       太一,UNPUB,,23,26,12,ID 28712607,TW0005226005,5226  太一節能,太一,TESS
5227       F-立凱,OTC,,23,28,12,ID 31604336,KYG0100G1064,5227  F-立凱,F-立凱,Aleees
5228       鈺鎧,ROTC,,23,28,12,ID 86667046,TW0005228001,5228  鈺鎧科技,鈺鎧,Max Echo
5229       立宇,ROTC,,23,28,12,ID 89408190,TW0005229009,5229  立宇高新,立宇,Liyu Technology
5230       雷笛克,OTC,,23,26,12,ID 28951775,TW0005230007,5230  雷笛克,雷笛克,Ledlink
5231       Ｄ鑫晶鑽,UNPUB,,23,26,12,ID 28479215,TW0005231005,4969  兆晶,Ｄ鑫晶鑽,ACTC
5232       F-怡德,UNPUB,,23,30,12,ID 26330630,KYG321731096,5232  怡德,F-怡德,Evendata
5233       有量,ROTC,,23,31,12,ID 70498018,TW0005233001,2308  台達電子集團,有量,Amita
5234       達興,TSE,,23,26,12,ID 28357108,TW0005234009,2352  明基友達集團,達興,DAXIN
5235       金運科技,PUB,,23,13,12,ID 25170425,TW0005235006,6125  廣運集團,金運科技,Kentec
5236       凌陽創新,PUB,,23,13,12,ID 28112364,TW0005236004,2401  凌陽集團,凌陽創新,Sunplus IT
5238       威力能,ROTC,,23,31,12,ID 27818032,TW0005238000,5238  威力能,威力能,Power Source Energy
5239       宏鈺,UNPUB,,23,25,12,ID 24357824,TW0005239008,5239  宏鈺,宏鈺,Fitilink
5240       建騰,ROTC,,23,26,12,ID 80503736,TW0005240006,5240  建騰,建騰,ACTi
5241       奇力光電,UNPUB,,23,13,12,ID 28402292,TW0005241004,2317  鴻海集團,奇力光電,Chimei Lighting
5242       佳晶,ROTC,,23,26,12,ID 28844282,TW0005242002,5242  佳晶科技,佳晶,ProCrystal
5243       F-乙盛,TSE,,23,26,12,ID 01895435,KYG312361051,2317  鴻海集團,F-乙盛,ESON
5244       弘凱,ROTC,,23,26,12,ID 27877550,TW0005244008,5244  弘凱,弘凱,Brightek
5245       智晶,OTC,,23,26,12,ID 28023412,TW0005245005,5245  智晶,智晶,WiseChip
5246       勵威,PUB,,23,13,12,ID 80086182,TW0005246003,5246  勵威,勵威,ProbeLeader
5247       映相,UNPUB,,23,26,12,ID 28534168,TW0005247001,5247  映相,映相,Ying Shiang
5248       景傳,ROTC,,23,26,12,ID 16834289,TW0005248009,1407  華隆集團,景傳,Pixon
5249       F-中南,UNPUB,,23,,12,ID 5249,,5249  中南創發,F-中南,CN Innovations
5250       奇岩,PUB,,23,24,12,ID 80452223,TW0005250005,5250A 葆弘投資,奇岩,Moai
5251       天鉞電,OTC,,23,26,12,ID 86710851,TW0005251003,5251  天鉞電,天鉞電,JSW Pacific
5253       維鈦光,ROTC,,23,26,12,ID 12948162,TW0005253009,5253  維鈦光電,維鈦光,Twinwill
5254       欣訊科技,PUB,,23,13,12,ID 86731791,TW0005254007,5254  欣訊科技,欣訊科技,Cen Link
5255       美桀,OTC,,23,28,12,ID 96866065,TW0005255004,5255  美桀科技,美桀,Magic
5256       銳捷,ROTC,,23,26,12,ID 27417352,TW0005256002,5256  銳捷科技,銳捷,Rigidtech
5257       北儒,ROTC,,23,26,12,ID 27779592,TW0005257000,5257  北儒,北儒,BayZu
5258       虹堡,ROTC,,23,25,12,ID 84188062,TW0005258008,5258  虹堡,虹堡,Castles
5259       清惠,TSE,,23,26,12,ID 86070530,TW0005259006,5259  清惠,清惠,C.E.C.
5260       見智科技,PUB,,23,13,12,ID 79983949,TW0005260004,5260  見智科技,見智科技,J-Tek
5261       創傑,UNPUB,,23,24,12,ID 16912593,TW0005261002,5261A 美商微晶,創傑,ISSC
5262       立達,ROTC,,23,24,12,ID 25104761,TW0005262000,5262  立達國際,立達,Gigastone
5263       智崴,OTC,,32,32,12,ID 13158496,TW0005263008,5263  智崴,智崴,Brogent
5264       F-鎧勝,TSE,,23,25,12,ID 31912805,KYG193031096,4938  和碩集團,F-鎧勝,Casetek
5265       琉明斯,UNPUB,,23,26,12,ID 28902276,TW0005265003,5265  琉明斯,琉明斯,LumenMax
5266       F*AS,OTC,,23,30,12,ID 38493428,JP3172460002,5266  Auto Server,F*AS,AS
5267       龍翩,ROTC,,23,26,12,ID 27390847,TW0005267009,5267  龍翩真空,龍翩,Lung Pien
5268       新科光電,PUB,,23,13,12,ID 27366467,TW0005268007,1409  新光集團,新科光電,Shinpex
5269       祥碩,TSE,,23,24,12,ID 80688184,TW0005269005,2357  華碩集團,祥碩,Asmedia
5271       紘通,ROTC,,23,28,12,ID 16576851,TW0005271001,5271  紘通,紘通,Horng Tong
5272       笙科,OTC,,23,24,12,ID 27952369,TW0005272009,5272A 笙科電子,笙科,AMICCOM
5273       茂晶國際,UNPUB,,23,13,12,ID 29036793,TW0005273007,5273  茂晶國際,茂晶國際,Most Energy
5274       信驊,OTC,,23,24,12,ID 27490748,TW0005274005,6277  宏正科,信驊,Aspeed
5275       誠加,UNPUB,,23,26,12,ID 70669238,TW0005275002,5275  誠加,誠加,QBAS
5276       F-達輝,OTC,,99,20,12,ID 38547064,KYG2743W1006,1593  祺驊,F-達輝,Da Hui
5277       葳天,ROTC,,23,26,12,ID 27473918,TW0005277008,2393  億光集團,葳天,ProLight
5278       尚凡,OTC,,32,32,12,ID 80283629,TW0005278006,5278  尚凡,尚凡,Sunfun
5279       F-諾爾,PUB,,99,20,9,ID 53655371,KYG6596Q1029,91161 特藝能源集團,F-諾爾,NOG
5280       F-敦泰,UNPUB,,23,24,12,ID 02046903,KYG3606Y1008,5280  敦泰,F-敦泰,FocalTech.
5281       F-大峽,PUB,,23,13,12,ID 54398554,KYG853901059,無,F-大峽,StrongLED
5282       富昱科,UNPUB,,23,26,12,ID 12796003,TW0005282008,5282  富昱科,富昱科,Four Sun
5283       禾聯碩,ROTC,,23,26,12,ID 80333058,TW0005283006,5283  禾聯碩,禾聯碩,Heran
5284       F-jpp,OTC,,99,20,12,ID 41173259,KYG521131006,5284  經寶,F-jpp,jpp
5285       界霖,TSE,,23,24,12,ID 12636560,TW0005285001,5285  界霖科技,界霖,Jih Lin
5286       育駿,ROTC,,32,32,12,ID 24341485,TW0005286009,5286  育駿,育駿,Cube Magic
5287       數字,OTC,,23,30,12,ID 28466605,TW0005287007,5287  數字,數字,Addcn
5288       F-豐祥,TSE,,15,5,12,ID 38582821,KYG314551014,5288  豐祥,F-豐祥,Eurocharm
5289       宜鼎,OTC,,23,25,12,ID 27565769,TW0005289003,5289  宜鼎國際,宜鼎,InnoDisk
5290       海立爾,UNPUB,,23,13,12,ID 28377414,TW0005290001,5290  海立爾,海立爾,Helio
5291       邑昇,OTC,,23,28,12,ID 84808400,TW0005291009,5291  邑昇,邑昇,Eiso
5292       華懋科技,UNPUB,,23,13,12,ID 23492169,TW0005292007,5292  華懋科技,華懋科技,Desiccant Technology
5293       東光電,UNPUB,,23,26,12,ID 70507419,TW0005293005,1708  東鹼集團,東光電,East Tender Opto
5294       捷音特,ROTC,,23,27,12,ID 28078788,TW0005294003,5294  捷音特,捷音特,JVOX
5295       懷藝,ROTC,,23,31,12,ID 69810321,TW0005295000,5295  懷藝,懷藝,Huai I
5296       台矽能,UNPUB,,23,26,12,ID 24215683,TW0005296008,5296  台矽能,台矽能,TSE
5297       廣化科技,PUB,,23,13,12,ID 16436867,TW0005297006,5297  廣化科技,廣化科技,3S Silicon
5298       合盈,PUB,,23,26,12,ID 12910264,TW0005298004,5298  合盈,合盈,HPB
5299       杰力,ROTC,,23,24,12,ID 28935446,TW0005299002,2357  華碩集團,杰力,EMC
5301       寶得利,OTC,,27,16,12,ID 30866141,TW0005301006,5301A 寶得利國際,寶得利,CJW
5302       太欣,OTC,,23,24,12,ID 47255828,TW0005302004,5302  太欣集團,太欣,Syntek Design
5304       鼎創達,OTC,,23,25,12,ID 04679663,TW0005304000,5304  大霸集團,鼎創達,Dbtel
5305       敦南,TSE,,23,24,12,ID 23528103,TW0005305007,2301  光寶集團,敦南,Lite-On Semi.
5306       桂盟,OTC,,99,20,12,ID 22099483,TW0005306005,5306A 全仕通實業,桂盟,KMC
5307       耀文,UNPUB,,23,13,12,ID 04943278,TW0005307003,5307  耀文集團,耀文,Unicap
5309       系統電,OTC,,23,28,12,ID 20768310,TW0005309009,5309  系統集團,系統電,Sysgration
5310       天剛,OTC,,23,30,12,ID 23534251,TW0005310007,5310  天剛集團,天剛,CGS International
5312       寶島科,OTC,,99,20,12,ID 23530966,TW0005312003,5312  寶島光學集團,寶島科,Formosa Optical
5313       皇旗,UNPUB,,23,13,12,ID 22070140,TW0005313001,5313  皇旗集團,皇旗,Royal Information
5314       世紀,OTC,,23,24,12,ID 22099815,TW0005314009,2201  裕隆集團,世紀,Myson
5315       光聯,OTC,,23,26,12,ID 22100405,TW0005315006,2340  光磊集團,光聯,United Radiant
5317       凱美,OTC,,23,28,12,ID 04413051,TW0005317002,5317  凱美集團,凱美,Kaimei
5318       威豪聯合,UNPUB,,23,80,12,ID 23534604,TW0005318000,5318B 威豪聯合,威豪聯合,World Harmony
5321       友銓,OTC,,23,28,12,ID 44043132,TW0005321004,15996 友嘉實業集團,友銓,B.F.
5324       士開,OTC,,25,14,12,ID 05147030,TW0005324008,1503  仰德集團,士開,SDC
5325       大騰,UNPUB,,23,13,12,ID 34589696,TW0005325005,5325  大騰集團,大騰,Ultima
5326       漢磊科技,UNPUB,,23,24,12,ID 47299902,TW0005326003,5326  漢磊集團,漢磊科技,Episil Technologies
5328       華容,OTC,,23,28,12,ID 76409479,TW0005328009,2489  瑞軒科技,華容,Hua Jung Components
5332       旭龍,UNPUB,,23,13,12,ID 86120378,TW0005332001,1520  復盛集團,旭龍,Sitron Precision
5333       佳茂,UNPUB,,23,13,12,ID 22099049,TW0005333009,1520  復盛集團,佳茂,Getmore Precision
5336       華特,UNPUB,,23,13,12,ID 23362258,TW0005336002,2342  茂矽集團,華特,Chantek
5340       建榮,OTC,,23,28,12,ID 86691377,TW0005340004,2312  金寶電子集團,建榮,Baotek
5343       矽豐,UNPUB,,23,13,12,ID 84149033,TW0005343008,2325  矽品集團,矽豐,Siliconware Corp.
5344       立衛,OTC,,23,24,12,ID 22099316,TW0005344006,2388  威盛集團,立衛,Vate Tech.
5345       天揚,OTC,,23,28,12,ID 23827860,TW0005345003,5345  天揚精密陶瓷,天揚,Team Young
5346       力晶,PUB,,23,24,12,ID 84149385,TW0005346001,5346  力晶集團,力晶,Powerchip
5347       世界,OTC,,23,24,12,ID 84149358,TW0005347009,2330  台積電集團,世界,Vanguard
5348       系通,OTC,,23,27,12,ID 22099673,TW0005348007,5348  系通,系通,Transystem
5349       先豐,OTC,,23,28,12,ID 22554807,TW0005349005,1907  永豐餘集團,先豐,Boardtek
5351       鈺創,OTC,,23,24,12,ID 22099694,TW0005351001,5351  鈺創集團,鈺創,Etron
5353       台林,OTC,,23,27,12,ID 12278439,TW0005353007,5353  台林集團,台林,Tailyn
5355       佳總,OTC,,23,28,12,ID 23063420,TW0005355002,5355  佳總集團,佳總,Gia Tzoong
5356       協益,OTC,,23,25,12,ID 35229109,TW0005356000,2550  德安開發集團,協益,Sirtec
5364       力麗店,OTC,,27,16,12,ID 23615486,TW0005364004,1444  力麗集團,力麗店,Lealea Hotels
5371       中光電,OTC,,23,26,12,ID 22099907,TW0005371009,5371  中強光電集團,中光電,Coretronic
5372       十美,UNPUB,,23,13,12,ID 30019527,TW0005372007,5372  十美,十美,Shea May
5375       慧智,UNPUB,,23,13,3,ID 47253791,TW0005375000,2891  中信集團,慧智,WYSE Technology
5376       東正元,UNPUB,,23,13,12,ID 43839175,TW0005376008,5376  東正元,東正元,Orient First Ind.
5381       合正,OTC,,23,28,12,ID 86332422,TW0005381008,5381  合正,合正,Uniplus
5383       金利,OTC,,23,31,12,ID 35317291,TW0005383004,6606  建德集團,金利,Kenly
5384       捷元,OTC,,23,25,12,ID 23134543,TW0005384002,2416  世平集團,捷元,Genuine
5385       瑩寶,UNPUB,,23,13,12,ID 23823581,TW0005385009,2583  新瑞都集團,瑩寶,Lite Vision
5386       青雲,OTC,,23,25,12,ID 21224842,TW0005386007,5386  青雲,青雲,Albatron Tech.
5387       茂德,PUB,,23,24,12,ID 84149809,TW0005387005,2342  茂矽集團,茂德,ProMos Technologies
5388       中磊,TSE,,23,27,12,ID 86690573,TW0005388003,5388  中磊集團,中磊,SerComm
5392       應華,OTC,,23,26,12,ID 84901089,TW0005392005,2374  能率集團,應華,AVY Precision
5395       圓方,OTC,,27,16,12,ID 22538379,TW0005395008,5395A 東海開發,圓方,Elements
5398       力瑋,OTC,,23,28,12,ID 04669623,TW0005398002,2109A 蘇明芬家族,力瑋,Inalways
5401       第三波,UNPUB,,23,13,12,ID 12464813,TW0005401004,2353  宏碁集團,第三波,TWP
5403       中菲,OTC,,23,30,12,ID 12358067,TW0005403000,5609  中菲集團,中菲,Dimerco Data System
5410       國眾,OTC,,23,30,12,ID 01517124,TW0005410005,2319  大眾集團,國眾,LEO Systems
5414       磐英,UNPUB,,23,25,12,ID 89328387,TW0005414007,5414  磐英,磐英,Epox Computer
5425       台半,OTC,,23,24,12,ID 34286449,TW0005425003,5425  台半集團,台半,Taiwan Semiconductor
5426       振發,OTC,,23,25,12,ID 35320697,TW0005426001,5426  振發,振發,Cheng Fwa Ind.
5432       達威,OTC,,23,26,12,ID 23746488,TW0005432009,2359  所羅門集團,達威,Data Vision
5434       崇越,TSE,,23,29,12,ID 23621614,TW0005434005,5434  崇越,崇越,Topco Scientific
5436       立生,UNPUB,,23,13,12,ID 97204091,TW0005436000,2201  裕隆集團,立生,Antek
5438       東友,OTC,,23,25,12,ID 16091527,TW0005438006,1504  東元電機集團,東友,TECO Image Systems
5439       高技,OTC,,23,28,12,ID 22773079,TW0005439004,5439  高技,高技,First Hi-Tec Ent
5441       聯友光電,UNPUB,,23,13,12,ID 22099625,TW0005441000,2303  聯電集團,聯友光電,Unipac Optoele.
5442       世峰,UNPUB,,23,13,12,ID 22051586,TW0005442008,5442  世峰,世峰,Puretek
5443       均豪,OTC,,23,26,12,ID 33838628,TW0005443006,5443  均豪集團,均豪,Gallant Precision
5448       維迪,UNPUB,,23,13,12,ID 86848363,TW0005448005,2416  世平集團,維迪,EEC
5450       寶聯通,OTC,,23,25,12,ID 23438530,TW0005450001,14811 南良實業集團,寶聯通,Prolink
5452       佶優,OTC,,23,31,12,ID 86266274,TW0005452007,5452  佶優,佶優,Unic Technology
5455       訊利電,OTC,,23,24,12,ID 86233176,TW0005455000,5455  訊利電,訊利電,Signality System
5457       宣德,OTC,,23,28,12,ID 23866949,TW0005457006,5457A 立訊精密,宣德,Speed Tech
5460       同協,OTC,,23,28,12,ID 33701355,TW0005460000,5460  同協,同協,Mustang
5464       霖宏,OTC,,23,28,12,ID 89396770,TW0005464002,5464  霖宏,霖宏,Lin Horn
5465       富驊,OTC,,23,25,12,ID 36270626,TW0005465009,5465  富驊集團,富驊,Loyalty Founder
5466       泰林,UNPUB,,23,24,12,ID 96977956,TW0005466007,2342  茂矽集團,泰林,ThaiLin Semi
5467       聯福生,UNPUB,,23,29,12,ID 23987079,TW0005467005,S5202 福生科技集團,聯福生,U-FSC
5468       凱鈺,OTC,,23,24,12,ID 84149245,TW0005468003,5351  鈺創集團,凱鈺,TM Tech
5469       瀚宇博,TSE,,23,28,12,ID 23225071,TW0005469001,1605  華新麗華集團,瀚宇博,HannStar Board
5471       松翰,TSE,,23,24,12,ID 97063584,TW0005471007,5471  松翰集團,松翰,Sonix
5473       矽成,UNPUB,,23,13,12,ID 22099630,TW0005473003,5473  矽成,矽成,ICSI
5474       聰泰,OTC,,23,25,12,ID 23902678,TW0005474001,5474  聰泰集團,聰泰,Yuan
5475       德宏,OTC,,23,28,12,ID 97178087,TW0005475008,5475  德宏,德宏,Glotech
5478       智冠,OTC,,32,32,12,ID 81231585,TW0005478002,5478  智冠集團,智冠,Soft-World
5480       統盟,OTC,,23,28,12,ID 22657108,TW0005480008,8213  志超集團,統盟,TMT
5481       華韡,OTC,,23,28,12,ID 23790625,TW0005481006,5481A 黃總大車隊,華韡,Hwa Woei Laminate
5483       中美晶,OTC,,23,24,12,ID 47238650,TW0005483002,5483B 中美晶集團,中美晶,Sino-American Silico
5484       慧友,TSE,,23,26,12,ID 89639615,TW0005484000,5484  慧友,慧友,Everfocus
5487       通泰,OTC,,23,24,12,ID 22321575,TW0005487003,2397  友通資訊集團,通泰,Tontek
5488       松普,OTC,,23,28,12,ID 43900488,TW0005488001,5488  松普,松普,Sunf Pu
5489       彩富,OTC,,23,31,12,ID 86157450,TW0005489009,2360  致茂集團,彩富,Dynacolor
5490       同亨,OTC,,23,25,12,ID 84149929,TW0005490007,5490  同亨,同亨,XAC Automation
5491       連展,OTC,,23,28,12,ID 22248651,TW0005491005,5491  連展,連展,Advanced-Connectek
5492       亞智科,UNPUB,,23,31,12,ID 22102699,TW0005492003,5492A 德商曼茲集團,亞智科,Manz Intech
5493       三聯,OTC,,23,31,12,ID 03051501,TW0005493001,5493  三聯集團,三聯,San Lien Technology
5494       德鑫,UNPUB,,23,13,12,ID 22522833,TW0005494009,2336  致伸集團,德鑫,Destiny
5497       佰鈺科技,UNPUB,,23,13,12,ID 89851550,TW0005497002,5497  佰鈺科技,佰鈺科技,Acorp
5498       凱崴,OTC,,23,28,12,ID 97326828,TW0005498000,31796 漢友創投集團,凱崴,Key Ware
5501       金腦科,UNPUB,,25,14,12,ID 86375358,TW0005501001,15809 大大集團,金腦科,Pacco
5502       龍田,UNPUB,250626,25,14,12,ID 22821558,TW0005502009,5502  龍田集團,龍田,Kingland
5503       榮美開發,UNPUB,251114,25,14,12,ID 09487469,TW0005503007,5503  榮美開發集團,榮美開發,Aceland
5504       信南,UNPUB,251130,25,14,12,ID 69594288,TW0005504005,5504  信南,信南,Hsin Nan
5505       和旺,PUB,,25,14,12,ID 22660841,TW0005505002,5505A 城寶建設,和旺,Howarm
5506       長鴻,PUB,,25,14,12,ID 22383109,TW0005506000,2875A 億大集團,長鴻,Evergreen Cons
5508       永信建,OTC,,25,14,12,ID 22417810,TW0005508006,5508  永信建設集團,永信建,Yung Shin Const.
5511       德昌,OTC,,25,14,12,ID 22132814,TW0005511000,5511  德昌,德昌,Te Chang Const.
5512       力麒,OTC,,25,14,12,ID 86690644,TW0005512008,1444  力麗集團,力麒,Rich Dev.
5514       三豐,OTC,,25,14,12,ID 22817225,TW0005514004,5514  三豐建設,三豐,Sun Fon Const.
5515       建國,TSE,,25,14,12,ID 46298200,TW0005515001,5515  建國工程,建國,Chien Kuo
5516       雙喜,OTC,,25,14,12,ID 47254476,TW0005516009,5516  雙喜營造,雙喜,Sun-Sea
5518       大日,UNPUB,251516,25,14,12,ID 86573456,TW0005518005,5518  大日,大日,Greatsun
5519       隆大,TSE,,25,14,12,ID 85898033,TW0005519003,5519  隆大,隆大,LongDa
5520       力泰,OTC,,25,14,12,ID 66410981,TW0005520001,5520  力泰,力泰,Lihtai
5521       工信,TSE,,25,14,12,ID 03028404,TW0005521009,5521  工信工程集團,工信,Kung Sing Eng
5522       遠雄,TSE,,25,14,12,ID 04673318,TW0005522007,5522  遠雄集團,遠雄,Farglory
5523       豐謙,OTC,,25,14,12,ID 66629349,TW0005523005,5523  宏都,豐謙,Fong Chien
5524       捷力科技,UNPUB,,25,14,12,ID 23561947,TW0005524003,5524  全友建設集團,捷力科技,Jet Power Tech.
5525       順天,TSE,,25,14,12,ID 22764965,TW0005525000,5525  順天建設,順天,Sweeten
5526       昆泰,UNPUB,252242,25,14,12,ID 83066478,TW0005526008,5503  榮美開發集團,昆泰,Kuen-Tai Cons.
5528       廣大,UNPUB,,25,14,12,ID 61786657,TW0005528004,3062  建鼎集團,廣大,Kent World
5529       志嘉,OTC,,25,14,12,ID 58250510,TW0005529002,5529  志嘉建設,志嘉,Well Glory
5530       龍巖,OTC,,99,20,12,ID 22415496,TW0005530000,8378  龍巖集團,龍巖,Lung Yen
5531       鄉林,TSE,,25,14,12,ID 23641822,TW0005531008,5531  鄉林建設,鄉林,Shining
5532       竟誠建築,UNPUB,252240,25,14,12,ID 81030433,TW0005532006,5532  竟誠建築,竟誠建築,JCC
5533       皇鼎,TSE,,25,14,12,ID 23988653,TW0005533004,5533  皇鼎,皇鼎,Founding
5534       長虹,TSE,,25,14,12,ID 04633597,TW0005534002,5534  長虹建設,長虹,Chong Hong
5535       萬達通,UNPUB,,25,14,12,ID 27527029,TW0005535009,2547  日勝生集團,萬達通,Wan Da Tong Ent.
5536       聖暉,OTC,,23,31,12,ID 52524653,TW0005536007,5536  聖暉,聖暉,Acter
5538       F-東明,TSE,,20,10,12,ID 02769941,KYG8919A1031,5538  F-東明,F-東明,Tong Ming
5541       廣朋,ROTC,,25,14,12,ID 80665204,TW0005541007,5541  廣朋郭家,廣朋,Kuang Peng
5543       F-崇佑,UNPUB,,25,,12,ID 5543,,無,F-崇佑,Buima Group
5601       台聯櫃,OTC,,26,15,12,ID 00701122,TW0005601009,5601  臺聯貨櫃,台聯櫃,Taiwan Allied
5602       榮櫃,UNPUB,,26,15,12,ID 12472047,TW0005602007,2603  長榮集團,榮櫃,Evergreen CTC
5603       陸海,OTC,,26,15,12,ID 04927158,TW0005603005,5603  陸海,陸海,Sea & Land
5604       中連貨,OTC,,26,15,12,ID 51125209,TW0005604003,5604  中連貨運,中連貨,Chung Lien Trans.
5605       遠航,PUB,,26,15,12,ID 03522003,TW0005605000,1529A 樺福集團,遠航,FAT
5607       遠雄港,TSE,,26,15,12,ID 86121030,TW0005607006,5522  遠雄集團,遠雄港,Farglory FTZ Holding
5608       四維航,TSE,,26,15,12,ID 12551801,TW0005608004,5608  四維航運集團,四維航,Shih Wei Navigation
